nname,vname,vname_ing,syn,def,synset,add_def
dog,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
dog,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
dog,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
dog,run,running,run,cause an animal to move fast,"{'id': 26, 'wid': 'v02092309', 'name': 'run.v.26', 'count': '1', 'syn': 'run', 'def': 'cause an animal to move fast', 'ex': 'r'}",[]
dog,scratch,scratching,"rub, scratch, itch",scrape or rub as if to relieve itching,"{'id': 3, 'wid': 'v02119874', 'name': 'rub.v.03', 'count': '4', 'syn': 'rub scratch itch', 'def': 'scrape or rub as if to relieve itching', 'ex': 'D'}",[]
dog,straddle,straddling,straddle,sit or stand astride of,"{'id': 1, 'wid': 'v02705913', 'name': 'straddle.v.01', 'count': '4', 'syn': 'straddle', 'def': 'sit or stand astride of', 'ex': []}",[]
dog,train,training,train,exercise in order to prepare for an event or competition,"{'id': 8, 'wid': 'v00100044', 'name': 'train.v.08', 'count': '1', 'syn': 'train', 'def': 'exercise in order to prepare for an event or competition', 'ex': 'S'}",['train the dog for something']
dog,walk,walking,walk,to accompany on foot; to cause (an animal) to go at a walk,"{'id': 9, 'wid': 'v01906823', 'name': 'walk.v.09', 'count': '0', 'syn': 'walk', 'def': 'make walk', 'ex': 'H'}",[]
dog,wash,washing,"wash, lave",cleanse (one's body) with soap and water,"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
dog,chase,chasing,"chase, chase_after, trail, tail, tag, give_chase, dog, go_after, track",go after with the intent to catch,"{'id': 1, 'wid': 'v02001858', 'name': 'chase.v.01', 'count': '23', 'syn': 'chase chase_after trail tail tag give_chase dog go_after track', 'def': 'go after with the intent to catch', 'ex': 'T'}",[]
dog,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02001858', 'name': 'chase.v.01', 'count': '23', 'syn': 'chase chase_after trail tail tag give_chase dog go_after track', 'def': 'go after with the intent to catch', 'ex': 'T'}",[]
horse,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
horse,groom,grooming,"dress, groom, curry",give a neat appearance to,"{'id': 2, 'wid': 'v00045639', 'name': 'dress.v.15', 'count': '1', 'syn': 'dress groom curry', 'def': 'give a neat appearance to', 'ex': 'g'}",[]
horse,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
horse,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
horse,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
horse,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
horse,load,loading,load,(a person/worker) put (the target object) on a structure or conveyance,"{'id': 4, 'wid': 'v01612084', 'name': 'load.v.04', 'count': '0', 'syn': 'load', 'def': 'put (something) on a structure or conveyance', 'ex': 'l'}",[]
horse,hop_on,hopping_on,"hop_on, mount, mount_up, get_on, jump_on, climb_on, bestride",climb up onto; get up on the back of,"{'id': 1, 'wid': 'v01923414', 'name': 'hop_on.v.01', 'count': '8', 'syn': 'hop_on mount mount_up get_on jump_on climb_on bestride', 'def': 'get up on the back of', 'ex': 'm'}",['getting on the horse']
horse,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
horse,race,racing,"race, run",compete in a race,"{'id': 2, 'wid': 'v01086103', 'name': 'race.v.02', 'count': '3', 'syn': 'race run', 'def': 'compete in a race', 'ex': 'h'}","['at least 2 horses, had better run on the track']"
horse,ride,riding,"ride, sit","sit and travel on the back of animal, usually while controlling its motions","{'id': 1, 'wid': 'v01957529', 'name': 'ride.v.01', 'count': '54', 'syn': 'ride sit', 'def': 'sit and travel on the back of animal, usually while controlling its motions', 'ex': 'S'}",[]
horse,run,running,run,cause an animal to move fast,"{'id': 26, 'wid': 'v02092309', 'name': 'run.v.26', 'count': '1', 'syn': 'run', 'def': 'cause an animal to move fast', 'ex': 'r'}",[]
horse,straddle,straddling,straddle,sit or stand astride of,"{'id': 1, 'wid': 'v02705913', 'name': 'straddle.v.01', 'count': '4', 'syn': 'straddle', 'def': 'sit or stand astride of', 'ex': []}",[]
horse,train,training,train,exercise in order to prepare for an event or competition,"{'id': 8, 'wid': 'v00100044', 'name': 'train.v.08', 'count': '1', 'syn': 'train', 'def': 'exercise in order to prepare for an event or competition', 'ex': 'S'}",['often there is a hurdle for jumping']
horse,walk,walking,walk,to accompany on foot; to cause (an animal) to go at a walk,"{'id': 9, 'wid': 'v01906823', 'name': 'walk.v.09', 'count': '0', 'syn': 'walk', 'def': 'make walk', 'ex': 'H'}",[]
horse,wash,washing,"wash, lave",cleanse (one's body) with soap and water,"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
horse,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
motorcycle,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
motorcycle,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
motorcycle,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
motorcycle,hop_on,hopping_on,"hop_on, mount, mount_up, get_on, jump_on, climb_on, bestride",climb up onto; get up on the back of,"{'id': 1, 'wid': 'v01923414', 'name': 'hop_on.v.01', 'count': '8', 'syn': 'hop_on mount mount_up get_on jump_on climb_on bestride', 'def': 'get up on the back of', 'ex': 'm'}",['getting on the motorcycle']
motorcycle,park,parking,park,place temporarily,"{'id': 1, 'wid': 'v01493380', 'name': 'park.v.01', 'count': '11', 'syn': 'park', 'def': 'place temporarily', 'ex': 'p'}",['should take place at a motorcycle parking lot; or about to leave the motorcycle somewhere ']
motorcycle,push,pushing,"push, force","move with force, ""He pushed the table into a corner""","{'id': 1, 'wid': 'v01871979', 'name': 'push.v.01', 'count': '69', 'syn': 'push force', 'def': 'move with force, ""He pushed the table into a corner""', 'ex': []}",[]
motorcycle,race,racing,"race, run",compete in a race,"{'id': 2, 'wid': 'v01086103', 'name': 'race.v.02', 'count': '3', 'syn': 'race run', 'def': 'compete in a race', 'ex': 'h'}",[]
motorcycle,ride,riding,ride,sit on and control a vehicle,"{'id': 10, 'wid': 'v02102398', 'name': 'ride.v.10', 'count': '0', 'syn': 'ride', 'def': 'sit on and control a vehicle', 'ex': 'H'}",[]
motorcycle,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
motorcycle,straddle,straddling,straddle,sit or stand astride of,"{'id': 1, 'wid': 'v02705913', 'name': 'straddle.v.01', 'count': '4', 'syn': 'straddle', 'def': 'sit or stand astride of', 'ex': []}",[]
motorcycle,turn,turning,turn,"change orientation or direction, also in the abstract sense","{'id': 1, 'wid': 'v01907258', 'name': 'turn.v.01', 'count': '187', 'syn': 'turn', 'def': 'change orientation or direction, also in the abstract sense', 'ex': 'T'}",[]
motorcycle,walk,walking,walk,to accompany on foot; to cause to move by walking,"{'id': 9, 'wid': 'v01906823', 'name': 'walk.v.09', 'count': '0', 'syn': 'walk', 'def': 'make walk', 'ex': 'H'}",[]
motorcycle,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
motorcycle,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
person,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
person,greet,greeting,"greet, recognize, recognise",express greetings upon meeting someone,"{'id': 1, 'wid': 'v00897241', 'name': 'greet.v.01', 'count': '14', 'syn': 'greet recognize recognise', 'def': 'express greetings upon meeting someone', 'ex': []}",['greet a person with handshakes']
person,hold,holding,"hold, take_hold",holding hands;,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
person,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
person,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
person,stab,stabbing,"knife, stab",use a knife on,"{'id': 1, 'wid': 'v01231652', 'name': 'knife.v.01', 'count': '1', 'syn': 'knife stab', 'def': 'use a knife on', 'ex': 'T'}",[]
person,tag,tagging,tag,touch a player while he is holding the ball,"{'id': 2, 'wid': 'v01600600', 'name': 'tag.v.02', 'count': '1', 'syn': 'tag', 'def': 'touch a player while he is holding the ball', 'ex': []}",[]
person,teach,teaching,"teach, learn, instruct",to give lessons about (a particular subject) to a person or group,"{'id': 1, 'wid': 'v00829107', 'name': 'teach.v.01', 'count': '97', 'syn': 'teach learn instruct', 'def': 'impart skills or knowledge to', 'ex': 'I'}",[]
person,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
person,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
potted_plant,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
potted_plant,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
potted_plant,hose,hosing,"hose, hose_down",water with a hose,"{'id': 1, 'wid': 'v00228521', 'name': 'hose.v.01', 'count': '0', 'syn': 'hose hose_down', 'def': 'water with a hose', 'ex': 'h'}",[]
potted_plant,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00228521', 'name': 'hose.v.01', 'count': '0', 'syn': 'hose hose_down', 'def': 'water with a hose', 'ex': 'h'}",[]
sheep,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
sheep,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
sheep,herd,herding,"herd, crowd",to gather and move a group of animals,"{'id': 1, 'wid': 'v02028722', 'name': 'herd.v.01', 'count': '7', 'syn': 'herd crowd', 'def': 'cause to herd, drive, or crowd together', 'ex': 'W'}",[]
sheep,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
sheep,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
sheep,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
sheep,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
sheep,ride,riding,"ride, sit","sit and travel on the back of animal, usually while controlling its motions","{'id': 1, 'wid': 'v01957529', 'name': 'ride.v.01', 'count': '54', 'syn': 'ride sit', 'def': 'sit and travel on the back of animal, usually while controlling its motions', 'ex': 'S'}",[]
sheep,shear,shearing,"fleece, shear",shear the wool from,"{'id': 2, 'wid': 'v01560369', 'name': 'fleece.v.02', 'count': '0', 'syn': 'fleece shear', 'def': 'shear the wool from', 'ex': 's'}",[]
sheep,walk,walking,walk,to accompany on foot; to cause (an animal) to go at a walk,"{'id': 9, 'wid': 'v01906823', 'name': 'walk.v.09', 'count': '0', 'syn': 'walk', 'def': 'make walk', 'ex': 'H'}",['a person walking with a sleep (sheeps)']
sheep,wash,washing,"wash, lave",cleanse (one's body) with soap and water,"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
sheep,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
train,board,boarding,"board, get_on","get on board of (trains, buses, ships, aircraft, etc.)","{'id': 1, 'wid': 'v02018049', 'name': 'board.v.01', 'count': '6', 'syn': 'board get_on', 'def': 'get on board of (trains, buses, ships, aircraft, etc.)', 'ex': []}",[]
train,drive,driving,drive,operate or control a vehicle,"{'id': 1, 'wid': 'v01930874', 'name': 'drive.v.01', 'count': '56', 'syn': 'drive', 'def': 'operate or control a vehicle', 'ex': 'd'}",['the driver can be clearly seen in the picture']
train,exit,exiting,"exit, go_out, get_out, leave",move out of or depart from,"{'id': 1, 'wid': 'v02015598', 'name': 'exit.v.01', 'count': '72', 'syn': 'exit go_out get_out leave', 'def': 'move out of or depart from', 'ex': 'l'}",[]
train,load,loading,"load, lade, laden, load_up",(a person/worker) put things in/on (the target object),"{'id': 1, 'wid': 'v01489989', 'name': 'load.v.01', 'count': '9', 'syn': 'load lade laden load_up', 'def': 'fill or place a load on', 'ex': 'l'}",['people loading things on to the train']
train,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
train,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",['the person sitting can be clearly seen in the picture']
train,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
train,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
tv,control,controling,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
tv,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
tv,watch,watching,watch,to look on at,"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
tv,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
apple,buy,buying,"buy, purchase",obtain by purchase; acquire by means of a financial transaction,"{'id': 1, 'wid': 'v02207206', 'name': 'buy.v.01', 'count': '136', 'syn': 'buy purchase', 'def': 'obtain by purchase; acquire by means of a financial transaction', 'ex': 'T'}",[]
apple,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
apple,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
apple,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
apple,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
apple,peel,peeling,"skin, peel, pare",strip the skin off,"{'id': 1, 'wid': 'v01262936', 'name': 'skin.v.04', 'count': '3', 'syn': 'skin peel pare', 'def': 'strip the skin off', 'ex': 'p'}",[]
apple,pick,picking,"pick, pluck, cull",look for and gather,"{'id': 2, 'wid': 'v01382083', 'name': 'pick.v.02', 'count': '4', 'syn': 'pick pluck cull', 'def': 'look for and gather', 'ex': 'p'}",[]
apple,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
apple,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
apple,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
backpack,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
backpack,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
backpack,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
backpack,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
backpack,wear,wearing,"wear, bear",have on one's person,"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
backpack,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
banana,buy,buying,"buy, purchase",obtain by purchase; acquire by means of a financial transaction,"{'id': 1, 'wid': 'v02207206', 'name': 'buy.v.01', 'count': '136', 'syn': 'buy purchase', 'def': 'obtain by purchase; acquire by means of a financial transaction', 'ex': 'T'}",[]
banana,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
banana,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
banana,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
banana,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
banana,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
banana,peel,peeling,"skin, peel, pare",strip the skin off,"{'id': 1, 'wid': 'v01262936', 'name': 'skin.v.04', 'count': '3', 'syn': 'skin peel pare', 'def': 'strip the skin off', 'ex': 'p'}",[]
banana,pick,picking,"pick, pluck, cull",look for and gather,"{'id': 2, 'wid': 'v01382083', 'name': 'pick.v.02', 'count': '4', 'syn': 'pick pluck cull', 'def': 'look for and gather', 'ex': 'p'}",[]
banana,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
banana,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
baseball_bat,break,breaking,break,destroy the integrity of; usually by force; cause to separate into pieces or fragments,"{'id': 5, 'wid': 'v00334996', 'name': 'break.v.05', 'count': '8', 'syn': 'break', 'def': 'destroy the integrity of; usually by force; cause to separate into pieces or fragments', 'ex': 'H'}",[]
baseball_bat,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",['hold a bat when moving']
baseball_bat,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
baseball_bat,sign,signing,"sign, subscribe",mark with one's signature; write one's name (on),"{'id': 1, 'wid': 'v00996485', 'name': 'sign.v.01', 'count': '17', 'syn': 'sign subscribe', 'def': ""mark with one's signature; write one's name (on)"", 'ex': 'S'}",[]
baseball_bat,swing,swinging,swing,"move in a curve or arc, usually with the intent of hitting","{'id': 1, 'wid': 'v02087745', 'name': 'swing.v.01', 'count': '35', 'syn': 'swing', 'def': 'move in a curve or arc, usually with the intent of hitting', 'ex': 'H'}",[]
baseball_bat,throw,throwing,throw,propel through the air,"{'id': 1, 'wid': 'v01508368', 'name': 'throw.v.01', 'count': '53', 'syn': 'throw', 'def': 'propel through the air', 'ex': 't'}",[]
baseball_bat,wield,wielding,"wield, handle, manage",handle effectively,"{'id': 2, 'wid': 'v01224415', 'name': 'wield.v.02', 'count': '3', 'syn': 'wield handle manage', 'def': 'handle effectively', 'ex': 'T'}",[]
baseball_bat,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01224415', 'name': 'wield.v.02', 'count': '3', 'syn': 'wield handle manage', 'def': 'handle effectively', 'ex': 'T'}",[]
baseball_glove,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
baseball_glove,wear,wearing,"wear, bear",have on one's person,"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
baseball_glove,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v00047745', 'name': 'wear.v.02', 'count': '23', 'syn': 'wear bear', 'def': ""have on one's person"", 'ex': 'H'}",[]
